femur.length,NULL,0.289772727,0.51,0.792118034,0.722393324,0.760433675,0.498106115
head.width,NULL,0.346153846,0.48,0.72,0.737342999,0.858536994,0.628828146
prothorax.length,NULL,0.334677419,0.47,0.57,0.83,0.668777044,0.523560954
prothorax.width,NULL,0.289340102,0.41,0.55,0.46,0.57,0.439036587
ovipositor.length,NULL,0.331887202,0.44,0.66,0.59,0.41,1.53
