fruit.production,62.6,0.15,0.39,0.02,0.22,0.14,0.04,,
num.branches,1.83,0.18,0.008653323,0.48,0.03,0.03,0,,
root.biomass,1.01,0.02,0.030721328,0.00464758,0.05,0.13,0.02,,
shoot.biomass,0.08,0.17,0.150927532,0.035879799,0.050180674,2.98,-0.64,,
flowering.time,16.35,0.26,0.033233718,0,0.00594979,-1.46985583,1.77,,
,,,,,,,,,
,,,,,,,,,
