CV1,NULL,0,41.695,-0.403,0.235,-0.041
CV2,NULL,0.732,-10.596,16.57,-0.438,-0.362
CV3,NULL,0.22,4.429,-5.206,8.533,0.481
CV4,NULL,0.439,-0.815,-4.583,4.369,9.68
