offset.mass,NULL,0.585,NULL,-0.207,0.592,0.593,0.342,0.821,0.722
bulbil.mass,NULL,0.503,NULL,NULL,-0.743,-0.804,0.225,-0.745,-0.491
flower.mass,NULL,0.764,NULL,NULL,NULL,0.479,-0.228,0.778,0.351
num.offsets,NULL,0.503,NULL,NULL,NULL,NULL,-0.257,0.727,0.251
num.bulbils,NULL,0.263,NULL,NULL,NULL,NULL,NULL,-0.081,0.444
num.flowers,NULL,0.79,NULL,NULL,NULL,NULL,NULL,NULL,0.448
bulb.mass,NULL,0.282,NULL,NULL,NULL,NULL,NULL,NULL,NULL
