CV1,NULL,0,32.945,0.458,-0.358,-0.076
CV2,NULL,0.322,7.548,8.235,-0.212,-0.246
CV3,NULL,0,-2.516,-0.746,1.497,0.022
CV4,NULL,0.107,-0.884,-1.421,0.055,4.066
