CV1,NULL,0,49.147,0.546,-0.256,-0.298,
CV2,NULL,0,9.173,5.751,-0.236,-0.555,
CV3,NULL,0,-3.684,-1.163,4.216,0.206,
CV4,NULL,0,-5.662,-3.609,1.147,7.364,
,,,,,,,
