length,NULL,0.030363889,0.010931,0.003,0.004027,0.004299,0.000329,-0.000212,-0.00083
width.segment1,NULL,0.001601818,0.003,0.000881,0.001153,0.001224,0.000112,-0.000122,-0.000018
width.segment4,NULL,0.002715789,0.004027,0.001153,0.001548,0.001642,0.000124,-0.000046,-0.000173
width.segment7,NULL,0.003205357,0.004299,0.001224,0.001642,0.001795,0.000165,-0.000105,-0.000278
hue,NULL,0.000195122,0.000329,0.000112,0.000124,0.000165,0.00008,-0.000203,0.000414
saturation,NULL,0.0071,-0.000212,-0.000122,-0.000046,-0.000105,-0.000203,0.003266,-0.001916
brightness,NULL,0.012101887,-0.00083,-0.000018,-0.000173,-0.000278,0.000414,-0.001916,0.006414
