CV1,NULL,0.241,36.926,0.314,0.461,0.329,
CV2,NULL,0.361,4.325,5.141,-0.284,-0.017,
CV3,NULL,0.011,6.271,-1.439,5.003,0.163,
CV4,NULL,0.21,4.743,-0.09,0.864,5.628,
,,,,,,,
