flower.number,18.6,0.16,43.771456,0.31,0.01,-0.03,0.04,-0.08,
proportion.male,0.15,0.28,0.173642563,0.007168,-0.1,-0.12,-0.02,-0.02,
corolla.diameter,32.25,0.45,0.142020727,-0.018174197,4.608,0.37,0.33,0.16,
pistil.length,11.45,0.44,-0.148772114,-0.007615265,0.595336817,0.561836,0.34,0.16,
anther.length,8.82,0.46,0.150769568,-0.000964689,0.40357883,0.145191737,0.324576,0.27,
anther.width,2,0.44,-0.073727773,-0.000235871,0.04784338,0.01670592,0.021427307,0.019404,
,,,,,,,,,
