clutch.size,8.8,0.29,0.79,-1.03,-0.017,,,,
laying.date,31,0.16,-0.42,7.57,0.026,,,,
egg.weight,1.69,0.45,-0.22,0.1,0.0082,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
