plant.height,NULL,0.52,NULL,0.71,0.46,0.15,0.36
peducle.length,NULL,0.54,NULL,NULL,0.45,0.25,0.53
sepal.length,NULL,0.43,NULL,NULL,NULL,0.81,0.69
nectary.length,NULL,0.72,NULL,NULL,NULL,NULL,0.77
stamen.length,NULL,0.52,NULL,NULL,NULL,NULL,NULL
