CV1,NULL,0,81.09,0.406,0.592,-0.722,
CV2,NULL,0.481,13.46,13.58,-0.31,-0.364,
CV3,NULL,0.833,24.402,-5.238,20.956,-0.468,
CV4,NULL,0.173,-20.48,-4.23,-6.756,9.932,
,,,,,,,
