CV1,NULL,0,41.982,0.252,0.175,-0.359,
CV2,NULL,0.427,7.817,22.864,-0.052,-0.19,
CV3,NULL,0.198,4.131,-0.905,13.292,-0.406,
CV4,NULL,0.155,-8.082,-3.147,-5.142,12.039,
,,,,,,,
