pollen.per.flower,152266,0.1,NULL,0.25,0.41,-0.18,-0.12
ovules.per.flower,92,0.17,NULL,NULL,0.08,0.1,0.13
petal.size,70.7,0.11,NULL,NULL,NULL,-0.06,0.06
fruit.set,0.59,0.24,NULL,NULL,NULL,NULL,-0.06
flower.number,14.1,0.31,NULL,NULL,NULL,NULL,NULL
