age.emergence,NULL,NULL,NULL,-0.97,-0.29,-1,0.74
size.growth,NULL,NULL,NULL,NULL,0.44,0.99,-0.69
size,NULL,NULL,NULL,NULL,NULL,0.32,0.11
mass.growth,NULL,NULL,NULL,NULL,NULL,NULL,-0.7
mass,NULL,NULL,NULL,NULL,NULL,NULL,NULL
