development.time,NULL,",153",NULL,0.481,-0.406,0.941,
mass,NULL,0.106,NULL,NULL,-0.178,0.158,
body.length,NULL,0.048,NULL,NULL,NULL,-0.743,
tail.length,NULL,0.154,NULL,NULL,NULL,NULL,
,,,,,,,
