femur.length,NULL,0.869215292,4.32,0.904907876,0.953498686,0.928490191,0.887864771
head.width,NULL,0.839479393,3.7,3.87,0.911583682,0.894355327,1.011589672
prothorax.length,NULL,0.819923372,4.1,3.71,4.28,0.906166873,0.817268551
prothorax.width,NULL,0.857758621,3.85,3.51,3.74,3.98,0.94001175
ovipositor.length,NULL,0.365122616,3.7,3.99,3.39,3.76,4.02
