"Z,Z-5,9-C25:2",NULL,NULL,0.068,0.271662452,0,0.106948158,0.750297724,0.323941772,0,0.60329975
Z-9-C25:1,NULL,NULL,0.033,0.217,0,-0.282236903,0.70876457,-0.426680321,0,-0.644739598
Z-9-C26:1,NULL,NULL,0.038,0.099,0,0,0,0,0,0
2-Me-C26,NULL,NULL,0.014,-0.066,-0.017,0.252,-0.036539205,0.96511004,0,0.693260173
"Z,Z-5,9-C27:2",NULL,NULL,0.064,0.108,0.078,-0.006,0.107,0.037976996,0,0.102018707
2-Me-C28,NULL,NULL,0.034,-0.08,0.009,0.195,0.005,0.162,0,0.86464735
"Z,Z-5,9-C29:2",NULL,NULL,0.026,0.044,-0.013,-0.05,-0.007,-0.023,0,#DIV/0!
2-Me-C30,NULL,NULL,0.033,-0.063,0.029,0.073,0.007,0.073,0.007,0.044
