fecundity,20.5,0.4,115.9,-0.44,,,,,
longevity,15.27,0.25,-10.22556592,4.66,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
