"Z,Z-5,9-C25:2",NULL,NULL,0.042,0.70979541,-0.744065915,-0.334730964,0.67069362,0,-1.759469843,-1.544176064
Z-9-C25:1,NULL,NULL,0.023,0.025,-1.477408827,0.260316549,-0.151185789,0,0.981495458,0.307920144
Z-9-C26:1,NULL,NULL,-0.047,-0.072,0.095,-0.534158289,-0.698010061,0,-1.466063472,-1.895516409
2-Me-C26,NULL,NULL,-0.02,0.012,-0.048,0.085,-0.553446042,0,1.189826153,1.941295302
"Z,Z-5,9-C27:2",NULL,NULL,0.023,-0.004,-0.036,-0.027,0.028,0,-0.300049599,-0.145478593
2-Me-C28,NULL,NULL,-0.055,0.011,-0.067,0.016,-0.013,0,0,0
"Z,Z-5,9-C29:2",NULL,NULL,-0.079,0.034,-0.099,0.076,-0.011,0.05,0.048,1.75
2-Me-C30,NULL,NULL,-0.052,0.008,-0.096,0.093,-0.004,0.07,0.063,0.027
