devtime,15.3,0.671,0.857961293,-0.32,0.363,0.464
size,2.99,0.221,-0.017494525,0.003483667,0.14,0.091
orange,46.2,0.568,3.773201191,0.092729061,125.9328351,0.983
red,47.4,0.491,4.353461337,0.054405473,111.7392809,102.6043392
